Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,ML,DL,CNN,LSTM,HLA
Environmental allergens induce allergic inflammation through proteolytic maturation of IL-33,The cytokine IL-33 has major roles in type 2 immunity and allergy. Girard and colleagues demonstrate that a broad range of allergens across multiple kingdoms can directly cleave IL-33 via their intrinsic protease activity and convert it into a highly active processed form.,Corinne CayrolAnais DuvalJean-Philippe Girard,19 Mar 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0067-5/MediaObjects/41590_2018_67_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0067-5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Recognition of microbial viability via TLR8 drives TFH cell differentiation and vaccine responses,Sander and colleagues show that antigen-presenting cells detect bacterial RNA from live bacteria via TLR8 and promote TFH cell differentiation and vaccine responses through the induction of a specific cytokine profile.,Matteo UgoliniJenny GerhardLeif E. Sander,19 Mar 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0068-4/MediaObjects/41590_2018_68_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0068-4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"A tumor–myeloid cell axis, mediated via the cytokines IL-1α and TSLP, promotes the progression of breast cancer","Tumor cells commonly manipulate their environment to ensure their survival. Kuan and Ziegler show that breast cancer cells release IL-1α, which acts on infiltrating myeloid cells to elicit their production of TSLP. In turn, TSLP promotes the survival of TSLPR+ tumor cells by upregulating expression of the pro-survival factor Bcl-2.",Emma L. KuanSteven F. Ziegler,19 Mar 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0066-6/MediaObjects/41590_2018_66_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0066-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T cell autoreactivity directed toward CD1c itself rather than toward carried self lipids,"CD1 molecules present diverse lipid ligands to TCRs expressed by NKT cells. Rossjohn, Moody and colleagues show a unique form of autoreactivity with human CD1c molecules, whereby TCRs recognize a closed conformation of CD1c molecules, which are loaded with a diverse array of ‘headless’ glycolipids.",Kwok S. WunJosephine F. ReijneveldJamie Rossjohn,12 Mar 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0065-7/MediaObjects/41590_2018_65_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0065-7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Salivary factor LTRIN from Aedes aegypti facilitates the transmission of Zika virus by interfering with the lymphotoxin-β receptor,Mosquito salivary-gland extract can modulate the host immune response. Qi and colleagues show that the salivary factor LTRIN from Aedes aegypti facilitates the transmission of Zika virus by interfering with the lymphotoxin-β receptor.,Lin JinXiaomin GuoRen Lai,05 Mar 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0063-9/MediaObjects/41590_2018_63_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0063-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulation of age-associated B cells by IRF5 in systemic autoimmunity,A unique subset of T-bet-expressing B cells accumulates with aging and in autoimmunity. Pernis and colleagues show that dysregulation of the transcription factor IRF5 occurs after loss of the Rho GTPase–regulatory proteins DEF6 and SWAP-70 and leads to the premature generation of age-associated B cells.,Michela ManniSanjay GuptaAlessandra B. Pernis,26 Feb 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0056-8/MediaObjects/41590_2018_56_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0056-8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Toll-like receptor 9 antagonizes antibody affinity maturation,"The presentation of antigen by germinal-center B cells to follicular T cells engenders the process of antibody affinity maturation and humoral memory. Pierce and colleagues show that TLR9 signaling in B cells antagonizes B cell–mediated antigen presentation, which leads to the enhanced generation of short-lived plasma cells and the production of lower-affinity antibodies.",Munir AkkayaBillur AkkayaSusan K. Pierce,23 Feb 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0052-z/MediaObjects/41590_2018_52_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0052-z,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Transcription factor Hoxb5 reprograms B cells into functional T lymphocytes,"Wang and colleagues show that the transcription factor Hoxb5, which is expressed in uncommitted hematopoietic progenitor cells but is absent from committed B cells and T cells, can reprogram pro-pre-B cells into functional early T cell lineage progenitors.",Mengyun ZhangYong DongJinyong Wang,12 Feb 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0046-x/MediaObjects/41590_2018_46_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0046-x,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Single-cell gene expression reveals a landscape of regulatory T cell phenotypes shaped by the TCR,Regulatory T (Treg) cells have distinct transcriptional programs underpinning their suppressive functions. Benoist and colleagues use single-cell RNA-seq to describe the transcriptional landscape of Treg cells and the effects of T cell–receptor signaling.,David ZemmourRapolas ZilionisChristophe Benoist,12 Feb 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-018-0051-0/MediaObjects/41590_2018_51_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-018-0051-0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers,Affinity maturation and positive selection occur in germinal centers. Turner and colleagues demonstrate that the RNA-binding protein PTBP1 serves an essential B cell–intrinsic role by regulating the abundance and alternate splicing of transcripts in germinal center B cells.,Elisa Monzón-CasanovaMichael ScreenMartin Turner,22 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0035-5/MediaObjects/41590_2017_35_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0035-5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Selective autophagy of the adaptor TRIF regulates innate inflammatory signaling,Polymorphisms in the autophagy protein Atg16l are associated with human inflammatory bowel disease. Murthy and colleagues demonstrate that atg16l is crucial to autophagocytic degradation of the innate adapter TRIF and thereby restrains pathological over-production of type I interferons.,Mohammad SamieJunghyun LimAditya Murthy,22 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0042-6/MediaObjects/41590_2017_42_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0042-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumor-derived exosomes antagonize innate antiviral immunity,"Cancer can be associated with alterations in innate immunity. Gao et al. demonstrate that these alterations arise from immunomodulatory exosomes released by tumors, which then dampen the production of type I interferons by macrophages.",Liang GaoLin WangLong Zhang,22 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0043-5/MediaObjects/41590_2017_43_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0043-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapid chromatin repression by Aire provides precise control of immune tolerance,Crabtree and colleagues show that Aire has an intrinsic repressive function that restricts chromatin accessibility and restrains the amplitude of active transcription.,Andrew S. KohErik L. MillerGerald R. Crabtree,15 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0032-8/MediaObjects/41590_2017_32_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0032-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aged polymorphonuclear leukocytes cause fibrotic interstitial lung disease in the absence of regulation by B cells,"Yipp and colleagues report that depletion of B cells leads to the accumulation of aged polymorphonuclear cells in the lungs, which causes fibrotic interstitial lung disease.",Jung Hwan KimJohn PodstawkaBryan G. Yipp,15 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0030-x/MediaObjects/41590_2017_30_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0030-x,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Intravital mucosal imaging of CD8+ resident memory T cells shows tissue-autonomous recall responses that amplify secondary memory,Masopust and colleagues show that mucosal tissue-resident memory T cells proliferate in situ in response to local antigen and dominate the local recall response.,Lalit K. BeuraJason S. MitchellDavid Masopust,08 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0029-3/MediaObjects/41590_2017_29_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0029-3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Local proliferation maintains a stable pool of tissue-resident memory T cells after antiviral recall responses,"Mackay, Mueller and colleagues show that tissue-resident memory T cells proliferate in situ in response to local antigen and persist during subsequent antigen encounters.",Simone L. ParkAli ZaidLaura K. Mackay,08 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0027-5/MediaObjects/41590_2017_27_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0027-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The ER membrane adaptor ERAdP senses the bacterial second messenger c-di-AMP and initiates anti-bacterial immunity,"The bacterial secondary messenger c-di-AMP can be sensed by cytosolic receptors to activate innate immunity. Fan and colleagues show the ER-associated protein ERAdP to be a high-affinity receptor for c-di-AMP, linking it to downstream inflammatory responses.",Pengyan XiaShuo WangZusen Fan,01 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0014-x/MediaObjects/41590_2017_14_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0014-x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astrocytes decrease adult neurogenesis during virus-induced memory dysfunction via IL-1,"Klein and colleagues show, in a mouse model of West Nile virus–induced cognitive dysfunction, that neurogenesis is impaired by production of IL-1 from pro-inflammatory astrocytes.",Charise GarberMichael J. VasekRobyn S. Klein,01 Jan 2018,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-017-0021-y/MediaObjects/41590_2017_21_Fig1_HTML.jpg,https://www.nature.com/articles/s41590-017-0021-y,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The neuropeptide VIP confers anticipatory mucosal immunity by regulating ILC3 activity,Belz and colleagues show that the enteric neuron-derived neuropeptide VIP signals though its receptor VIPR on ILC3s to regulate the cyclic production of IL-22 in response to food intake.,Cyril SeilletKylie LuongGabrielle T. Belz,23 Dec 2019,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-019-0567-y/MediaObjects/41590_2019_567_Fig1_HTML.png,https://www.nature.com/articles/s41590-019-0567-y,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T cells instruct myeloid cells to produce inflammasome-independent IL-1β and cause autoimmunity,"Pasare and colleagues describe an inflammasome-independent, TNFR–Fas–caspase-8-dependent pathway of IL-1β production triggered by cognate interactions between effector CD4+ T cells and mononuclear phagocytes.",Aakanksha JainRicardo A. Irizarry-CaroChandrashekhar Pasare,17 Dec 2019,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-019-0559-y/MediaObjects/41590_2019_559_Fig1_HTML.png,https://www.nature.com/articles/s41590-019-0559-y,0,0,1,0,0,1,0,0,0,0,0,0,0,0
An intrinsic role of IL-33 in Treg cell–mediated tumor immunoevasion,"IL-33, an IL-1 family member, plays dual roles as an intracellular transcription factor and as an extracellular alarmin of tissue damage. Verginis and colleagues identify a cell-intrinsic role for nuclear IL-33 stabilizing Treg cell suppressor function in tumor environments.",Aikaterini HatzioannouAggelos BanosPanayotis Verginis,16 Dec 2019,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-019-0555-2/MediaObjects/41590_2019_555_Fig1_HTML.png,https://www.nature.com/articles/s41590-019-0555-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apolipoprotein C3 induces inflammation and organ damage by alternative inflammasome activation,Overabundance of apolipoprotein C3 (ApoC3) is associated with atherosclerosis. Speer and colleagues demonstrate that ApoC3 activates the NLRP3 inflammasome via a non-canonical pathway contributing to inflammation and development of atherosclerosis.,Stephen ZewingerJochen ReiserThimoteus Speer,09 Dec 2019,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-019-0548-1/MediaObjects/41590_2019_548_Fig1_HTML.png,https://www.nature.com/articles/s41590-019-0548-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptpn6 inhibits caspase-8- and Ripk3/Mlkl-dependent inflammation,"Croker and colleagues show that the phosphatase Ptpn6 functions to suppress neutrophil cell death pathways and IL-1 release, thereby limiting autoinflammatory responses.",Mary SpeirCameron J. NowellBen A. Croker,09 Dec 2019,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-019-0550-7/MediaObjects/41590_2019_550_Fig1_HTML.png,https://www.nature.com/articles/s41590-019-0550-7,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Endogenous oxidized phospholipids reprogram cellular metabolism and boost hyperinflammation,Oxidized host-derived phospholipids such as oxPAPC can play important roles in atherosclerosis. Zanoni and colleagues demonstrate that oxPAPC generates a distinctive metabolic and hyperinflammatory profile in macrophages that can drive atherosclerosis in mice.,Marco Di GioiaRoberto SpreaficoIvan Zanoni,25 Nov 2019,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-019-0539-2/MediaObjects/41590_2019_539_Fig1_HTML.png,https://www.nature.com/articles/s41590-019-0539-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inducible degradation of lncRNA Sros1 promotes IFN-γ-mediated activation of innate immune responses by stabilizing Stat1 mRNA,Cao and colleagues found that the microRNA miR-1 promotes IFN-γ-mediated clearance of Listeria monocytogenes in macrophages by stabilizing the Stat1 mRNA through the degradation of the cytoplasmic long noncoding RNA Sros1.,Henan XuYan JiangXuetao Cao,18 Nov 2019,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-019-0542-7/MediaObjects/41590_2019_542_Fig1_HTML.png,https://www.nature.com/articles/s41590-019-0542-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
