Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,HLA
The transcription factor CREB1 is a mechanistic driver of immunogenicity and reduced HIV-1 acquisition following ALVAC vaccination,Understanding the mechanistic basis of vaccine efficacy is crucial to the development of next-generation vaccines. Sekaly and colleagues find that activation of the transcription factor CREB1 by the RV144 HIV-1 vaccine underpins the induction of robust adaptive immunity.,Jeffrey Alan TomalkaAdam Nicolas PelletierRafick Pierre Sekaly,23 Sept 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01026-9/MediaObjects/41590_2021_1026_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01026-9,0,0,1,1,0,1,0,0,0,0
Reciprocal transcription factor networks govern tissue-resident ILC3 subset function and identity,Fiancette et al. utilize models of inducible transcription factor deletion in mature tissue-resident ILCs to reveal complementary and competing transcriptional networks that determine ILC3 phenotype and functional capacity.,Rémi FiancetteConor M. FinlayDavid R. Withers,23 Sept 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01024-x/MediaObjects/41590_2021_1024_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01024-x,0,0,0,0,0,0,0,0,0,0
T-bet and RORα control lymph node formation by regulating embryonic innate lymphoid cell differentiation,Romagnani and colleagues discover an unexpected role for T-bet and RORα during embryonic ILC function and highlight that RORγt is crucial in counteracting the suppressive effects of T-bet.,Christina StehleTimo RückertChiara Romagnani,23 Sept 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01029-6/MediaObjects/41590_2021_1029_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01029-6,0,0,0,0,0,0,0,0,0,0
Transposon-triggered innate immune response confers cancer resistance to the blind mole rat,Blind mole rats are small rodents characterized by an exceptionally long lifespan and resistance to both spontaneous and induced tumorigenesis. Gorbunova and colleagues show that a transposon-triggered innate immune response confers cancer resistance to the blind mole rat.,Yang ZhaoEna OreskovicVera Gorbunova,23 Sept 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01027-8/MediaObjects/41590_2021_1027_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01027-8,0,0,1,0,0,0,0,0,0,0
Environmental allergens trigger type 2 inflammation through ripoptosome activation,IL-33 plays a central role in type II immune responses and is generally thought to be released following cellular damage and processed extracellularly. Rothenberg and colleagues describe a new ripoptosome pathway that is assembled following exposure to various unrelated environmental allergens and that processes IL-33 into an active form intracellularly.,Michael BrusilovskyMark RochmanMarc E. Rothenberg,16 Sept 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01011-2/MediaObjects/41590_2021_1011_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01011-2,0,0,0,0,0,0,0,0,0,0
Distinct systemic and mucosal immune responses during acute SARS-CoV-2 infection,Mucosal surfaces of the respiratory tract are the first sites of entry and defense against SARS-CoV-2. Di Santo and colleagues perform paired analysis of the nasopharyngeal and systemic immune responses of SARS-CoV-2-infected patients and demonstrate distinct compartmentalization of immunity and shifts in the microbiome.,Nikaïa SmithPedro GoncalvesJames P. Di Santo,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01028-7/MediaObjects/41590_2021_1028_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01028-7,0,0,0,0,0,0,0,0,0,0
Effector differentiation downstream of lineage commitment in ILC1s is driven by Hobit across tissues,ILCs are considered preformed effector cells. Gasteiger and colleagues report that ILC1s undergo effector differentiation after lineage commitment. Hobit+ ILC1s emerge as cKit+TCF-1hi cells that generate tissue-specific helper- and cytotoxic-like cells along a Hobit-dependent trajectory.,Christin FriedrichRenske L. R. E. TaggenbrockGeorg Gasteiger,30 Aug 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01013-0/MediaObjects/41590_2021_1013_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01013-0,0,0,1,0,0,0,0,0,0,0
Insulin signaling establishes a developmental trajectory of adipose regulatory T cells,Adipose tissue-resident regulatory T (Treg) cells are important for maintaining normal metabolic function and adiposity. Li and colleagues demonstrate that insulin signaling directly controls adipose Treg cell development and functionality,Yangyang LiYing LuBin Li,24 Aug 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01010-3/MediaObjects/41590_2021_1010_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01010-3,1,0,1,0,0,0,0,0,0,0
Regulatory T cells function in established systemic inflammation and reverse fatal autoimmunity,"Regulatory T cells are functional in a broad-spectrum systemic autoimmune disease and are capable of suppressing innate and adaptive immune responses, reversing established tissue inflammation and enabling long-term restoration of immunological health.",Wei HuZhong-Min WangAlexander Y. Rudensky,23 Aug 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01001-4/MediaObjects/41590_2021_1001_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01001-4,0,0,0,0,0,0,0,0,0,0
Discrete tissue microenvironments instruct diversity in resident memory T cell function and plasticity,Tissue-resident memory T (TRM) cells are distributed throughout the body as relatively sessile populations. Mackay and colleagues find that the tissue in which TRM cells are generated dictates their properties and is in turn defined according to TRM-cell-intrinsic sensitivity to signaling via the cytokine TGFβ.,Susan N. ChristoMaximilien EvrardLaura K. Mackay,23 Aug 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01004-1/MediaObjects/41590_2021_1004_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01004-1,0,0,0,0,0,0,0,0,0,0
mRNA-1273 protects against SARS-CoV-2 beta infection in nonhuman primates,"The beta variant (B.1.351) is to date the most resistant to neutralization of the SARS-CoV-2 variants. Using nonhuman primates, Seder and colleagues demonstrate that double vaccination with a high dose of the lipid nanoparticle vaccine mRNA-1273 protects against infection with the beta variant.",Kizzmekia S. CorbettAnne P. WernerRobert A. Seder,20 Aug 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-01021-0/MediaObjects/41590_2021_1021_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-01021-0,0,0,0,0,0,0,0,0,0,0
Selenium–GPX4 axis protects follicular helper T cells from ferroptosis,T follicular helper (TFH) cells are important for the generation of effective antibody responses. Yu and colleagues find that TFH cells are exceptionally sensitive to death by ferroptosis and that this process is regulated by the activity of the selenoenzyme GPX4.,Yin YaoZhian ChenDi Yu,19 Aug 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00996-0/MediaObjects/41590_2021_996_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00996-0,0,0,1,0,0,1,0,0,0,0
"TCF-1 controls Treg cell functions that regulate inflammation, CD8+ T cell cytotoxicity and severity of colon cancer","Khazaie and colleagues show that TCF-1 cooperates with FOXP3 to differentially regulate independent suppressive activities of Treg cells. Treg cell–specific deficiency of TCF-1 increases tumor load in mice predisposed to polyposis. Functionally, TCF-1-deficient Treg cells suppress viral antigen–specific CD8+ T cell cytotoxicity, but TCF-1-deficient Treg cells fail to suppress TH1 or TH17 polarization of conventional CD4+ T cells. This scenario leads to increased cytokine-mediated tissue inflammation but still restrains the adaptive antitumor cytotoxicity.",Abu OsmanBingyu YanKhashayarsha Khazaie,12 Aug 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00987-1/MediaObjects/41590_2021_987_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00987-1,0,0,1,0,0,1,0,0,0,0
Glutathione peroxidase 4–regulated neutrophil ferroptosis induces systemic autoimmunity,"Zhang and colleagues identify a role for cell death by glutathione peroxidase 4 (GPX4)-regulated ferroptosis in neutrophils from patients with systemic lupus erythematosus, which is triggered by type I interferons and autoreactive antibodies and contributes to lupus pathogenesis. Inhibiting accumulation of oxidative mediators by GPX4 suppresses ferroptosis.",Pengchong LiMengdi JiangXuan Zhang,12 Aug 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00993-3/MediaObjects/41590_2021_993_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00993-3,0,0,0,0,0,0,0,0,0,0
Human autoinflammatory disease reveals ELF4 as a transcriptional regulator of inflammation,Lucas and colleagues describe loss-of-function variants in the X-linked ETS transcription factor ELF4 in multiple unrelated male patients with early onset mucosal autoinflammation and inflammatory bowel disease (IBD)-like features.,Paul M. TylerMolly L. BucklinCarrie L. Lucas,29 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00984-4/MediaObjects/41590_2021_984_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00984-4,0,0,0,0,0,0,0,0,0,0
Epigenetic scarring of exhausted T cells hinders memory differentiation upon eliminating chronic antigenic stimulation,"Wherry and colleagues examine whether exhausted T cells (TEX) can differentiate into functional memory T cells (TMEM) when chronic antigen is withdrawn. Using the chronic LCMV infection mouse model, they show that ‘recovering’ TEX cells (REC-TEX) only partially recover immunophenotypic and functional characteristics of TMEM cells. The epigenomic status of REC-TEX cells more closely resembles that of TEX cells, and, upon rechallenge, the REC-TEX cells were still compromised in their ability to respond to virus.",Mohamed S. Abdel-HakeemSasikanth ManneE. John Wherry,26 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00975-5/MediaObjects/41590_2021_975_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00975-5,0,0,1,0,0,0,1,0,0,0
Differentiation of exhausted CD8+ T cells after termination of chronic antigen stimulation stops short of achieving functional T cell memory,"Lauer and colleagues examine CD8+ T cells following cure of human hepatitis C virus (HCV) infection. CD8+ T cells exposed to chronic HCV-specific activation show durable functional, phenotypic and transcriptional exhaustion that is maintained even after antigen stimulus is removed.",Pierre TonnerreDavid WolskiGeorg M. Lauer,26 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00982-6/MediaObjects/41590_2021_982_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00982-6,0,0,1,0,0,0,1,0,0,0
Essential role of a ThPOK autoregulatory loop in the maintenance of mature CD4+ T cell identity and function,"The transcription factor ThPOK is critical for homeostasis and differentiation of mature helper T cells. Here, Kappes and colleagues describe a ThPOK-mediated positive autoregulatory loop that is crucial for tissue-specific Treg cell differentiation, maintenance of intestinal Treg cell integrity and conversion of these cells into CD4+ intraepithelial lymphocytes.",Jayati BasuBernardo S. ReisDietmar J. Kappes,26 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00980-8/MediaObjects/41590_2021_980_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00980-8,0,0,1,0,0,1,0,0,0,0
Epigenetic scars of CD8+ T cell exhaustion persist after cure of chronic infection in humans,The degree of plasticity in the epigenetic landscape of exhausted T cells has been unclear. Sen and colleagues find that exhausted CD8+ T cells demonstrate a stable core epigenetic exhaustion signature that persists independent of inflammation or viral antigen.,Kathleen B. YatesPierre TonnerreDebattama R. Sen,26 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00979-1/MediaObjects/41590_2021_979_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00979-1,0,0,1,0,0,0,1,0,0,0
Distinct transcription factor networks control neutrophil-driven inflammation,"Neutrophils demonstrate highly dynamic functional and transcriptional changes depending on their tissue environment. Udalova and colleagues use an inflammation model to examine neutrophils and find that the transcription factors RUNX1 and KLF6 control maturation; RELB, IRF5 and JUNB drive effector responses; and RFX2 and RELB promote survival.",Tariq E. KhoyrattyZhichao AiIrina A. Udalova,19 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00968-4/MediaObjects/41590_2021_968_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00968-4,0,0,0,0,0,0,0,0,0,0
